日期,sum
2019-01-04,0.10492280834458759
2019-01-11,2.732030458084914
2019-01-18,2.448554289525605
2019-01-25,0.22115914254132618
2019-02-01,0.7168514777292354
2019-02-15,4.1469608280805685
2019-02-22,4.051030584907675
2019-03-01,4.696079815908849
2019-03-08,-0.5406975668544002
2019-03-15,3.0997431721011783
2019-03-22,2.4087849936207864
2019-03-29,1.348338102944446
2019-04-04,3.806985401974891
2019-04-12,-0.9410047601805859
2019-04-19,2.1542198236694983
2019-04-26,-3.161493686919762
2019-04-30,-0.17383959095240112
2019-05-10,-2.822393635424769
2019-05-17,0.10952780133616388
2019-05-24,-1.4155846412067903
2019-05-31,2.1388000260088327
2019-06-06,-3.1950891336797076
2019-06-14,2.642998868361601
2019-06-21,3.809321754600972
2019-06-28,0.775978551209736
2019-07-05,1.5014068916870091
2019-07-12,-1.5710365374015078
2019-07-19,-0.38859086631538103
2019-07-26,4.238275668100933
2019-08-02,-0.2867671840042701
2019-08-09,-0.8540740139890031
2019-08-16,3.1693436580015577
2019-08-23,2.876379733581521
2019-08-30,1.0523480757194037
2019-09-06,2.512829169361528
2019-09-12,0.4142817098925243
2019-09-20,0.6370690813267059
2019-09-27,-1.7210951053721524
2019-09-30,-0.6817226087078088
2019-10-11,1.2276796496935998
2019-10-18,-1.2833972445926682
2019-10-25,0.23328836844336626
2019-11-01,1.010591888080079
2019-11-08,1.6207664843416147
2019-11-15,-0.9351601938452301
2019-11-22,0.7876421322999824
2019-11-29,-0.8361030618144515
2019-12-06,2.164424390594314
2019-12-13,1.3474394640614002
2019-12-20,0.5475161429503522
2019-12-27,1.291218454419947
