日期,sum
2019-01-04,-0.9734835786165078
2019-01-11,1.54942129642797
2019-01-18,0.7041936515409111
2019-01-25,-0.6418386696435555
2019-02-01,-0.4291590559154077
2019-02-15,3.001403460382727
2019-02-22,-0.03433703685473244
2019-03-01,-2.0377652424602255
2019-03-08,1.1673209879755886
2019-03-15,1.4321782260781581
2019-03-22,0.27127674170841587
2019-03-29,2.1899557045286375
2019-04-04,-1.3945847095728916
2019-04-12,0.6068685217413133
2019-04-19,-0.7267194354042967
2019-04-26,2.256721783924628
2019-04-30,-0.44436316657495833
2019-05-10,1.6282763620975333
2019-05-17,2.124626159036978
2019-05-24,-1.104360964857972
2019-05-31,1.1393221938398579
2019-06-06,-2.198516876833345
2019-06-14,0.9568691266593894
2019-06-21,-0.05733758248707277
2019-06-28,1.3694243528976984
2019-07-05,0.10711573493425841
2019-07-12,0.32077136609650725
2019-07-19,-0.8487204301216107
2019-07-26,3.377996493920425
2019-08-02,2.1501173303690884
2019-08-09,2.2431944638893264
2019-08-16,2.4657433230288675
2019-08-23,1.1971430878279634
2019-08-30,1.883627843923361
2019-09-06,-1.4008347965399262
2019-09-12,-0.6862652904451825
2019-09-20,2.0303604349050026
2019-09-27,0.16904812119674917
2019-09-30,-0.0038454866820375466
2019-10-11,-1.1672932124851847
2019-10-18,-0.34361041641050794
2019-10-25,-0.6355071706576454
2019-11-01,1.3007112379769112
2019-11-08,1.5980034972815138
2019-11-15,1.9539993737623507
2019-11-22,0.5577787056503406
2019-11-29,-1.010509288272115
2019-12-06,1.4266539923804644
2019-12-13,-0.5362917198586115
2019-12-20,-1.0456585118462636
2019-12-27,1.4108760211678957
