日期,sum
2019-01-04,-0.8664389666088259
2019-01-11,-0.4209409935893391
2019-01-18,2.0499480807882478
2019-01-25,1.1927165373520485
2019-02-01,3.280220581942329
2019-02-15,-1.8353732345224745
2019-02-22,0.1806648353637872
2019-03-01,1.758222948282036
2019-03-08,-4.47873975513655
2019-03-15,-0.17601506665345923
2019-03-22,-1.8157879641239827
2019-03-29,1.418107738086935
2019-04-04,0.29503091715597307
2019-04-12,-0.38557840238430585
2019-04-19,1.1108148824475823
2019-04-26,0.4825378225991095
2019-04-30,1.9642838790590764
2019-05-10,-1.4896632663569616
2019-05-17,0.14169978478331413
2019-05-24,0.5563021461502664
2019-05-31,-0.858055474721457
2019-06-06,1.904294895900917
2019-06-14,0.05776233878693837
2019-06-21,0.3529816591932109
2019-06-28,0.9613978152280527
2019-07-05,0.15052431341898975
2019-07-12,0.7461327805614053
2019-07-19,0.3391702511192798
2019-07-26,1.1407531594162355
2019-08-02,-0.5069181913766589
2019-08-09,1.3330273492435327
2019-08-16,-0.98878282124974
2019-08-23,0.25065747364800894
2019-08-30,-0.11439724563904652
2019-09-06,-0.3047828957681067
2019-09-12,-0.8237965777760228
2019-09-20,-0.03252154821941278
2019-09-27,1.3263387487069924
2019-09-30,-0.14763718421569316
2019-10-11,0.25348358002353333
2019-10-18,-0.30853079518672444
2019-10-25,0.013709569355128015
2019-11-01,1.4624322770505493
2019-11-08,0.013305739335549682
2019-11-15,0.5881260167710107
2019-11-22,-0.06652791976681677
2019-11-29,0.038312720822461926
2019-12-06,0.05823959159575809
2019-12-13,0.658691838948829
2019-12-20,-1.3352997649674714
2019-12-27,0.5290485566572081
